X_1,X_2,Y
0.3808081416686706,0.4091849873732589,1
0.35531535243956247,0.3502572248016199,0
0.31221049058632233,0.4227377983751514,1
0.6242917308793433,0.5290204528418843,1
0.5555257319195828,0.6259017283064805,0
0.35044726909346735,0.4918821751264774,0
0.5607819120946699,0.5292232266169843,0
0.42743107790746093,0.49099797836505765,1
0.47477082466528203,0.5302533619926546,0
0.513680197473068,0.4763856836232223,1
0.30962330023907536,0.4828857445620899,1
0.42514511708758734,0.4437169451828051,1
0.5828281495389211,0.6394913304112113,0
0.37609922647538985,0.6148409322309029,0
0.782217788271431,0.7821471478055636,0
0.4136701413271756,0.5402046015930316,0
0.4178708203893158,0.41946265944257344,1
0.2934564352284127,0.3727444610636508,1
0.59832285606063,0.6072375349133561,0
0.16660468596160577,0.36810185101465753,0
0.3967905239285839,0.5306155340412098,0
0.3979861489386681,0.4926914220205283,0
0.526756444549347,0.7432207654961869,0
0.25802370167410105,0.2831749357198723,0
0.36384850825082804,0.4614877945448687,1
0.36801849289151595,0.27526510731299214,0
0.3378576740222475,0.43043800135899946,1
0.2913434692798143,0.3323969092007051,0
0.31382332716054295,0.5739133249124956,0
0.543820887809545,0.5148527232248555,1
0.4384645419592035,0.6381469580273639,0
0.4724394709304618,0.5708473936531854,0
0.2399470821072364,0.23844291856342137,0
0.4959879900754718,0.6106183267560007,0
0.3916826730409939,0.4294009765719402,1
0.15829433257430714,0.2790001716993512,0
0.2743846094818953,0.2691665965445328,0
0.6326803546264912,0.4488326317590607,0
0.23682877296867233,0.36213046310655916,0
0.3333809954926397,0.5126477702081844,0
0.4108067617494317,0.4223371940807338,1
0.43675275679977515,0.42926554545883505,1
0.45568745665927163,0.5384383258455046,0
0.4787138472345114,0.5809955718691786,0
0.44708741312307476,0.41923197314525973,1
0.2918736141823688,0.3730335745324507,1
0.4391594820679076,0.549144775360141,0
0.5471115150796114,0.44911294726212214,0
0.5119418893859372,0.4476005540739562,1
0.23645807246056869,0.3203701305674991,0
0.5463728529742085,0.6579872574529413,0
0.4118249010455289,0.29626907638438976,0
0.6125895379690112,0.5271217013904573,1
0.42290074175270487,0.4311711762469319,1
0.4111339842424366,0.5264486021933572,0
0.5784829927933537,0.6436254862604298,0
0.3846167289129333,0.44808227409207463,1
0.3745293929512511,0.4314253282801516,1
0.7066546606915542,0.6137637570698159,0
0.5288677195760322,0.4406002230191042,0
0.6162111566256967,0.7599889086142187,0
0.1024738450065063,0.23286795556761758,0
0.6577650942744042,0.6761159413466179,0
0.512276995112015,0.5670366154930832,0
0.4814601164086609,0.3977356398859647,0
0.36703504101203727,0.40670019967588344,1
0.43707078193788435,0.6417000770051506,0
0.6791555466990931,0.716829548656705,0
0.5821347998429579,0.5945786536586,0
0.894757527909994,0.9992587170379286,0
0.6585097604099603,0.672238771016357,0
0.3106670778829794,0.38275476686068655,1
0.6100275332016771,0.8098639326099469,0
0.7569322298134467,0.8211503486016274,0
0.4113916982496935,0.4938164667925282,0
0.6583705287486513,0.6765370943408543,0
0.7905710074928807,0.6674733155259065,0
0.5745640074639278,0.66505539456076,0
0.503255038079718,0.5411297501866171,0
0.40455941428209674,0.5035481820891671,0
0.6766772683877607,0.5858259709928497,0
0.4787136170505696,0.5045056046304546,1
0.6523170616464223,0.7467767738512566,0
0.5716640633255118,0.5147015885120833,1
0.7616579496012756,0.61431556007031,0
0.3278549799150984,0.2713974504628731,0
0.32377054404177397,0.573511270859676,0
0.6219991344233154,0.6054296931523541,0
0.6697614748690874,0.48391752059001425,0
0.4698530851606328,0.49374654841665816,1
0.5711236807161205,0.7609981952378921,0
0.2243593360793371,0.401443294145275,1
0.5328364433429333,0.656004221436185,0
0.5108574373827538,0.4138491409244595,0
0.5983054627762948,0.5944852513016802,0
0.4433592973383226,0.5131834362211101,0
0.7287805776988255,0.9296284589111803,0
0.48852487717970206,0.6540391341460019,0
0.44815342642516415,0.47700648652049904,1
0.5867682780914445,0.7716854165717137,0
0.5926047409532882,0.6607547431259679,0
0.07084921740839567,0.2641271469207354,0
0.3890163390317972,0.38031924811545836,0
0.34117047870335926,0.5436763272534045,0
0.31989957965931537,0.4522446618206304,1
0.3003829660973326,0.26640933380755927,0
0.642834667853986,0.5635862397474365,0
0.5580335843942396,0.6033431927310021,0
0.5552970948390799,0.6210213239634295,0
0.6174861318653942,0.6593934812328623,0
0.4093331393611302,0.31176563558042136,0
0.5171995562714804,0.4617257791623795,1
0.36830685278339587,0.3512230894411795,0
0.25551867296715014,0.35214783949157313,0
0.7141899017353394,0.6707784296209364,0
0.48603119822029794,0.4511126728742642,1
0.5941527127727931,0.609851119925631,0
0.4689140606177005,0.5717112097268262,0
0.46943464362790216,0.3888817652599438,0
0.34414501655229823,0.3128574804442903,0
0.7329238753609717,0.5955503503896593,0
0.8080726225352493,0.7332178031200033,0
0.5945920787467661,0.7019597777304478,0
0.6061166775136713,0.5727090666472131,0
0.34141157550270684,0.27271694022097054,0
0.6346795320549105,0.7718986584131222,0
0.21231472058400375,0.4879090210470461,1
0.46885418539898677,0.4604182445279117,1
0.49853088898947173,0.32472709348760875,0
0.575562859559254,0.38550295168304427,0
0.44468348549941533,0.4594121422988983,1
0.6866429125737887,0.7084068157189432,0
0.2626763352056394,0.30695791023659347,0
0.42378926278380613,0.5202567746658429,0
0.4632598442552155,0.6296920786933567,0
0.17206836316858204,0.3349452993829422,0
0.6245380256398103,0.5956541282424821,0
0.48935558324161843,0.48659067283729895,1
0.5804306265153502,0.645065647429187,0
0.40832439261932385,0.4492111447332724,1
0.40532650001477694,0.23390414682255695,0
0.33332366827957727,0.6499595413618123,0
0.2540979407416539,0.1560398321660696,0
0.5682063496142187,0.36976020562621104,0
0.39745174139425343,0.5501425244149826,0
0.4501158353457146,0.3080482969811279,0
0.499593953538521,0.4091697278019154,0
0.7295914667118013,0.8345626515952249,0
0.43053522221796087,0.596881218779318,0
0.44443289775366174,0.5414783522006501,0
0.6413752745431274,0.5825790906464099,0
0.46667637180199073,0.6833392119815801,0
0.4327021581506048,0.41525398089143106,1
0.5071005751250814,0.43052158115870315,0
0.5326963091340129,0.49670533368217185,1
0.6500008685322622,0.45026484731194544,0
0.45558965292431974,0.21007681411847007,0
0.2913801463220104,0.35439167370954994,0
0.4521816499479768,0.380860561576627,0
0.6557751387974762,0.5396775176364732,1
0.4962418087940145,0.5748579067842601,0
0.44446572810353363,0.5211396100989866,0
0.46898910390644477,0.6300478870114209,0
0.5647682366033988,0.6083979466229635,0
0.5366024233863337,0.45744741161941693,1
0.41600640125270094,0.48206991212351247,1
0.2888791174455738,0.30223938716379306,0
0.4228879526194493,0.4345162444403769,1
0.4607926047806412,0.44694727902483944,1
0.7314148389182462,0.7049370014342058,0
0.5014689875278135,0.55441478100803,0
0.6068157168082899,0.5521898451173942,0
0.2185296495121708,0.3527008947715602,0
0.36020374064006444,0.48524059367262007,0
0.4013650333227109,0.5354742175608622,0
0.29299825988678085,0.22208536272515805,0
0.5082062583611358,0.5529125702413357,0
0.5201523078924529,0.6326280555109944,0
0.7119699567909664,0.6686126158733519,0
0.4030928876556776,0.46373661098749963,1
0.589041001316003,0.5384932199180276,0
0.577200691122496,0.6651082010715694,0
0.7465327152272263,0.6422562516848559,0
0.9120145016013945,0.7032200289061388,0
0.12803733803426554,0.4069196516375347,0
0.3436829812457398,0.4089985227658288,1
