X_1,X_2,Y
0.6718394260187069,0.6457966829230057,1
0.5403093772158742,0.6928650682659578,0
0.6136956667193906,0.688633596194388,1
0.37015202668778835,0.3420667898572034,0
0.4995951237491873,0.5576924452631858,0
0.58962577758304,0.5494134317161274,1
0.36155598961182145,0.46599788567923417,0
0.5291190722679077,0.5951086738672767,0
0.4862149108716568,0.3829920221505744,1
0.5529359328202325,0.5904652734853366,0
0.24521663868904647,0.21702223435016554,0
0.5004747899951947,0.4806426332162094,0
0.5178897325714341,0.5976404789115496,0
0.5378234880253817,0.5829821282614717,0
0.6738542211435768,0.6233992545685243,1
0.37951595939162297,0.42217221383918707,0
0.5054747580028756,0.4503973642765508,1
0.5828195159055545,0.7566516993281563,0
0.46153244278860267,0.4218041607350391,0
0.6363822953249341,0.6792952156641051,1
0.5865038707039932,0.6204282733010184,0
0.4437562528824962,0.3183124053713817,0
0.24902908834119147,0.37614614769492155,0
0.6136705011114736,0.5520577425924366,1
0.713087586362826,0.6477505896037049,1
0.4550971714679459,0.34465565092084477,1
0.43571161502329825,0.5911572364652415,0
0.81629292768144,0.8991224358540117,0
0.5200533321175348,0.47918395505427636,0
0.48409274969728927,0.4667857382024747,0
0.45269488148885734,0.3895529933776932,0
0.6382905429301104,0.5717309680677575,1
0.27287909086872325,0.276941188925259,0
0.6706285936701718,0.574408300141275,1
0.5615815457917465,0.5129225338057121,0
0.6168963853555436,0.6942129859318918,1
0.567116521032915,0.4450093739958393,1
0.45614970691019074,0.6961866854512613,0
0.5284716881213818,0.7157308980641318,0
0.16863951139022337,0.41132287264198075,0
0.4311770866821118,0.4741399080478994,0
0.28839101045965865,0.2934821042780087,0
0.7150969525893797,0.8736762246936998,0
0.6279904138661385,0.7235575146493736,1
0.42875195537312916,0.5099139546656192,0
0.5327991183219618,0.6276776539535769,0
0.44948697218622147,0.4885834112222193,0
0.33197331205523606,0.38476331022439403,0
0.5013233688186263,0.5267166127533333,0
0.49259943287883523,0.5137044263728145,0
0.3979071506248115,0.33172142105737656,0
0.41665940438371124,0.2792224197778491,0
0.4758101911452054,0.589684868580423,0
0.38702896108280077,0.44769232773187,0
0.5568713241752518,0.5874524044572367,0
0.6393294402488842,0.5570154938786122,1
0.8299083231189182,0.8782973914280441,0
0.2180218092742976,0.16019571144101097,0
0.4529125715874677,0.5977422720289537,0
0.5576147357381032,0.6473376116599924,0
0.8409563258583208,0.8020897283006274,0
0.42946881228681333,0.6360187313889198,0
