X_1,X_2,Y
0.7101583496705199,0.4890914903967709,0
0.48669696833457354,0.5672319387853622,0
0.6698980337581368,0.6680357202619633,0
0.577027879198175,0.3092430862032157,0
0.49717148359941105,0.5030671222776775,1
0.824616182969998,0.7990714535892938,0
0.43554696135066673,0.24914942704704832,0
0.6213488045547113,0.6365350922122146,0
0.48314301080976585,0.4488662861468953,1
0.33370104695642017,0.28386231869183576,1
0.7663938438393028,0.580229959919964,0
0.5576233159704698,0.5185011306873402,0
0.4073671890200761,0.4907644994288262,1
0.5364547384011269,0.3587757722065746,0
0.7348417765522324,0.6291295646186709,0
0.3628782474626646,0.37538351491131683,1
0.6285144342553016,0.4451733006901353,0
0.6765469608336708,0.5395285263758104,0
0.3970061707040585,0.4147540717975674,1
0.3087842561082688,0.3271219031813385,1
0.5453010892520701,0.545411998303303,0
0.49532008567719044,0.574695154972824,0
0.5516591300731295,0.45839467097518855,0
0.40886940072527145,0.4783796858204277,1
0.6598705704340099,0.6553936254242522,0
0.7661609761735297,0.746089092068557,0
0.4963634661796422,0.31859918058450803,0
0.41440842292859115,0.40685626274499453,1
0.41730986631067724,0.4064588830187398,1
0.5357785864041168,0.42164994322975624,0
0.41583955448543747,0.5126835818930077,0
0.4429914615565139,0.5609649688155315,0
0.6764490907564069,0.48874850916654566,0
0.6391680892473773,0.5217418005328601,0
0.42561888610107607,0.39043859157640276,1
0.5807149106073866,0.4451617492391077,0
0.5071326536395924,0.4298843332581679,0
0.41052486943231,0.3688688312980852,1
0.4675599986366084,0.33804316867321005,0
0.43401244157449104,0.37326541302040256,1
0.6174998513227321,0.7121323371240236,0
0.413277774452351,0.3481369433454311,1
0.7809189689806957,0.6249210069688858,0
0.6504242951150279,0.6012850897405824,0
0.43848390185912745,0.5061021002811167,1
0.5878399524930367,0.5594412504474195,0
0.5274189831720658,0.436468596616506,0
0.47654882489636136,0.47831515388485174,1
0.8958536491759075,0.9762723073539863,0
0.42560305226849704,0.36395701957935367,1
0.5133305344269657,0.42319426999104665,0
0.734295648772406,0.5663517522715839,0
0.8367616475858419,0.6576848140850916,0
0.45918629380124687,0.41347729406720174,1
0.6639834574879354,0.5334716908932885,0
0.5508482001183126,0.6832810097099251,0
0.4474092131097537,0.4786712886356564,1
0.5250379579759921,0.5432080556560402,0
0.4869843657632422,0.6403764412949458,0
0.5710988703100652,0.38693297464937404,0
0.4628953692016535,0.39987427002961407,1
0.5688069313409193,0.6535188609606617,0
